country,region,region_code,start_date,end_date,days,year,week,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change
Australia,Australia,0,30-12-2019,05-01-2020,7,2020,1,25921089,2926,0,2965.372893,-39.37289326,2926,0,-0.151895213,-0.013277552
Australia,Australia,0,06-01-2020,12-01-2020,7,2020,2,25921089,2902,0,2956.53956,-54.53955993,2902,0,-0.210406129,-0.018447093
Australia,Australia,0,13-01-2020,19-01-2020,7,2020,3,25921089,2914,0,2932.03956,-18.03955993,2914,0,-0.069594144,-0.006152564
Australia,Australia,0,20-01-2020,26-01-2020,7,2020,4,25921089,3007,0,2940.372893,66.62710674,3007,0,0.257038224,0.022659407
Australia,Australia,0,27-01-2020,02-02-2020,7,2020,5,25921089,2910,0,2900.03956,9.960440075,2910,0,0.038426009,0.003434588
Australia,Australia,0,03-02-2020,09-02-2020,7,2020,6,25921089,2917,0,2931.706227,-14.70622659,2917,0,-0.056734602,-0.005016269
Australia,Australia,0,10-02-2020,16-02-2020,7,2020,7,25921089,3030,0,2936.372893,93.62710674,3030,0,0.361200514,0.031885292
Australia,Australia,0,17-02-2020,23-02-2020,7,2020,8,25921089,3059,0,2989.03956,69.96044007,3059,0,0.269897766,0.023405659
Australia,Australia,0,24-02-2020,01-03-2020,7,2020,9,25921089,3090,1,2952.647472,137.3525281,3089,0.003857863,0.529887182,0.046518431
Australia,Australia,0,02-03-2020,08-03-2020,7,2020,10,25921089,2996,2,2992.247472,3.75252809,2994,0.007715725,0.014476738,0.001254083
Australia,Australia,0,09-03-2020,15-03-2020,7,2020,11,25921089,2976,0,2928.047472,47.95252809,2976,0,0.184994265,0.016376964
Australia,Australia,0,16-03-2020,22-03-2020,7,2020,12,25921089,3095,4,2960.047472,134.9525281,3091,0.01543145,0.520628312,0.045591339
Australia,Australia,0,23-03-2020,29-03-2020,7,2020,13,25921089,3143,9,2979.447472,163.5525281,3134,0.034720763,0.630963182,0.054893577
Australia,Australia,0,30-03-2020,05-04-2020,7,2020,14,25921089,3217,19,2997.247472,219.7525281,3198,0.07329939,0.847775061,0.073318113
Australia,Australia,0,06-04-2020,12-04-2020,7,2020,15,25921089,3140,25,3042.647472,97.35252809,3115,0.096446565,0.375572678,0.031995993
Australia,Australia,0,13-04-2020,19-04-2020,7,2020,16,25921089,3084,7,3045.847472,38.15252809,3077,0.027005038,0.147187212,0.01252608
Australia,Australia,0,20-04-2020,26-04-2020,7,2020,17,25921089,3044,16,3037.647472,6.35252809,3028,0.061725802,0.024507181,0.002091266
Australia,Australia,0,27-04-2020,03-05-2020,7,2020,18,25921089,3032,12,3070.847472,-38.84747191,3020,0.046294351,-0.149868209,-0.012650408
Australia,Australia,0,04-05-2020,10-05-2020,7,2020,19,25921089,3161,2,3193.047472,-32.04747191,3159,0.007715725,-0.123634744,-0.010036641
Australia,Australia,0,11-05-2020,17-05-2020,7,2020,20,25921089,3150,2,3192.047472,-42.04747191,3148,0.007715725,-0.16221337,-0.013172571
Australia,Australia,0,18-05-2020,24-05-2020,7,2020,21,25921089,3214,3,3266.647472,-52.64747191,3211,0.011573588,-0.203106713,-0.016116668
Australia,Australia,0,25-05-2020,31-05-2020,7,2020,22,25921089,3178,1,3283.447472,-105.4474719,3177,0.003857863,-0.406801859,-0.032114865
Australia,Australia,0,01-06-2020,07-06-2020,7,2020,23,25921089,3113,0,3353.847472,-240.8474719,3113,0,-0.929156456,-0.071812291
Australia,Australia,0,08-06-2020,14-06-2020,7,2020,24,25921089,3128,0,3302.247472,-174.2474719,3128,0,-0.672222806,-0.052766328
Australia,Australia,0,15-06-2020,21-06-2020,7,2020,25,25921089,3064,0,3331.047472,-267.0474719,3064,0,-1.030232456,-0.080169218
Australia,Australia,0,22-06-2020,28-06-2020,7,2020,26,25921089,3058,2,3384.447472,-326.4474719,3056,0.007715725,-1.259389495,-0.096455175
Australia,Australia,0,29-06-2020,05-07-2020,7,2020,27,25921089,3218,2,3461.447472,-243.4474719,3216,0.007715725,-0.939186899,-0.070331118
Australia,Australia,0,06-07-2020,12-07-2020,7,2020,28,25921089,3197,2,3443.247472,-246.2474719,3195,0.007715725,-0.949988914,-0.071516054
Australia,Australia,0,13-07-2020,19-07-2020,7,2020,29,25921089,3204,15,3528.247472,-324.2474719,3189,0.057867939,-1.250902197,-0.091900433
Australia,Australia,0,20-07-2020,26-07-2020,7,2020,30,25921089,3332,38,3550.247472,-218.2474719,3294,0.146598779,-0.841968761,-0.061473876
Australia,Australia,0,27-07-2020,02-08-2020,7,2020,31,25921089,3353,60,3505.447472,-152.4474719,3293,0.231471756,-0.588121401,-0.043488734
Australia,Australia,0,03-08-2020,09-08-2020,7,2020,32,25921089,3398,92,3527.847472,-129.8474719,3306,0.35492336,-0.500933707,-0.03680643
Australia,Australia,0,10-08-2020,16-08-2020,7,2020,33,25921089,3478,108,3573.647472,-95.64747191,3370,0.416649162,-0.368994805,-0.026764663
Australia,Australia,0,17-08-2020,23-08-2020,7,2020,34,25921089,3310,96,3597.447472,-287.4474719,3214,0.37035481,-1.108932854,-0.079903174
Australia,Australia,0,24-08-2020,30-08-2020,7,2020,35,25921089,3283,135,3605.447472,-322.4474719,3148,0.520811452,-1.243958045,-0.089433413
Australia,Australia,0,31-08-2020,06-09-2020,7,2020,36,25921089,3290,110,3539.647472,-249.6474719,3180,0.424364887,-0.963105647,-0.070528908
Australia,Australia,0,07-09-2020,13-09-2020,7,2020,37,25921089,3239,54,3455.247472,-216.2474719,3185,0.208324581,-0.834253036,-0.062585234
Australia,Australia,0,14-09-2020,20-09-2020,7,2020,38,25921089,3100,35,3404.247472,-304.2474719,3065,0.135025191,-1.173744945,-0.089372901
Australia,Australia,0,21-09-2020,27-09-2020,7,2020,39,25921089,3145,24,3283.247472,-138.2474719,3121,0.092588703,-0.533339752,-0.04210693
Australia,Australia,0,28-09-2020,04-10-2020,7,2020,40,25921089,3183,19,3286.047472,-103.0474719,3164,0.07329939,-0.397542989,-0.031359094
Australia,Australia,0,05-10-2020,11-10-2020,7,2020,41,25921089,3042,4,3240.447472,-198.4474719,3038,0.01543145,-0.765583081,-0.061240762
Australia,Australia,0,12-10-2020,18-10-2020,7,2020,42,25921089,3003,7,3185.047472,-182.0474719,2996,0.027005038,-0.702314135,-0.05715691
Australia,Australia,0,19-10-2020,25-10-2020,7,2020,43,25921089,2964,0,3120.447472,-156.4474719,2964,0,-0.603552852,-0.05013623
Australia,Australia,0,26-10-2020,01-11-2020,7,2020,44,25921089,3036,2,3112.647472,-76.64747191,3034,0.007715725,-0.295695416,-0.024624527
Australia,Australia,0,02-11-2020,08-11-2020,7,2020,45,25921089,3034,0,3063.047472,-29.04747191,3034,0,-0.112061156,-0.009483194
Australia,Australia,0,09-11-2020,15-11-2020,7,2020,46,25921089,3132,0,3015.647472,116.3525281,3132,0,0.448872067,0.038582934
Australia,Australia,0,16-11-2020,22-11-2020,7,2020,47,25921089,3043,0,3045.447472,-2.44747191,3043,0,-0.00944201,-0.000803649
Australia,Australia,0,23-11-2020,29-11-2020,7,2020,48,25921089,2957,1,3008.847472,-51.84747191,2956,0.003857863,-0.200020423,-0.017231672
Australia,Australia,0,30-11-2020,06-12-2020,7,2020,49,25921089,3106,0,2973.447472,132.5525281,3106,0,0.511369442,0.044578735
Australia,Australia,0,07-12-2020,13-12-2020,7,2020,50,25921089,3007,0,3042.247472,-35.24747191,3007,0,-0.135979904,-0.011585998
Australia,Australia,0,14-12-2020,20-12-2020,7,2020,51,25921089,3047,0,3000.447472,46.55252809,3047,0,0.179593257,0.015515195
Australia,Australia,0,21-12-2020,27-12-2020,7,2020,52,25921089,3067,1,2941.647472,125.3525281,3066,0.003857863,0.483592831,0.042613035
Australia,Australia,0,28-12-2020,03-01-2021,7,2020,53,25921089,2987,0,2947.497191,39.50280899,2987,0,0.15239641,0.013402153
Australia,Australia,0,04-01-2021,10-01-2021,7,2021,1,25921089,3029,0,2996.922051,32.07794944,3029,0,0.123752322,0.010703632
Australia,Australia,0,11-01-2021,17-01-2021,7,2021,2,25921089,2950,0,2988.088717,-38.08871723,2950,0,-0.146941038,-0.01274685
Australia,Australia,0,18-01-2021,24-01-2021,7,2021,3,25921089,3148,0,2963.588717,184.4112828,3148,0,0.711433392,0.062225666
Australia,Australia,0,25-01-2021,31-01-2021,7,2021,4,25921089,2944,0,2971.922051,-27.92205056,2944,0,-0.107719435,-0.009395284
Australia,Australia,0,01-02-2021,07-02-2021,7,2021,5,25921089,3068,0,2931.588717,136.4112828,3068,0,0.526255987,0.046531521
Australia,Australia,0,08-02-2021,14-02-2021,7,2021,6,25921089,2962,0,2963.255384,-1.255383895,2962,0,-0.004843099,-0.00042365
Australia,Australia,0,15-02-2021,21-02-2021,7,2021,7,25921089,2934,0,2967.922051,-33.92205056,2934,0,-0.13086661,-0.011429562
Australia,Australia,0,22-02-2021,28-02-2021,7,2021,8,25921089,3048,0,3020.588717,27.41128277,3048,0,0.105748963,0.009074815
Australia,Australia,0,01-03-2021,07-03-2021,7,2021,9,25921089,3069,0,2984.196629,84.80337079,3069,0,0.327159753,0.028417488
Australia,Australia,0,08-03-2021,14-03-2021,7,2021,10,25921089,3117,0,3023.796629,93.20337079,3117,0,0.359565799,0.030823293
Australia,Australia,0,15-03-2021,21-03-2021,7,2021,11,25921089,3084,0,2959.596629,124.4033708,3084,0,0.479931112,0.042033894
Australia,Australia,0,22-03-2021,28-03-2021,7,2021,12,25921089,3038,0,2991.596629,46.40337079,3038,0,0.179017829,0.015511239
Australia,Australia,0,29-03-2021,04-04-2021,7,2021,13,25921089,3094,0,3010.996629,83.00337079,3094,0,0.3202156,0.027566743
Australia,Australia,0,05-04-2021,11-04-2021,7,2021,14,25921089,2954,0,3028.796629,-74.79662921,2954,0,-0.288555119,-0.024695164
Australia,Australia,0,12-04-2021,18-04-2021,7,2021,15,25921089,3251,1,3074.196629,176.8033708,3250,0.003857863,0.682083113,0.057512057
Australia,Australia,0,19-04-2021,25-04-2021,7,2021,16,25921089,3242,0,3077.396629,164.6033708,3242,0,0.635017189,0.053487863
Australia,Australia,0,26-04-2021,02-05-2021,7,2021,17,25921089,3272,0,3069.196629,202.8033708,3272,0,0.782387541,0.066077021
Australia,Australia,0,03-05-2021,09-05-2021,7,2021,18,25921089,3362,0,3102.396629,259.6033708,3362,0,1.001514137,0.083678331
Australia,Australia,0,10-05-2021,16-05-2021,7,2021,19,25921089,3362,0,3224.596629,137.4033708,3362,0,0.530083326,0.042611026
Australia,Australia,0,17-05-2021,23-05-2021,7,2021,20,25921089,3358,0,3223.596629,134.4033708,3358,0,0.518509738,0.041693607
Australia,Australia,0,24-05-2021,30-05-2021,7,2021,21,25921089,3507,0,3298.196629,208.8033708,3507,0,0.805534716,0.063308345
Australia,Australia,0,31-05-2021,06-06-2021,7,2021,22,25921089,3371,0,3314.996629,56.00337079,3371,0,0.21605331,0.016893945
Australia,Australia,0,07-06-2021,13-06-2021,7,2021,23,25921089,3556,0,3385.396629,170.6033708,3556,0,0.658164365,0.050393909
Australia,Australia,0,14-06-2021,20-06-2021,7,2021,24,25921089,3487,0,3333.796629,153.2033708,3487,0,0.591037556,0.045954624
Australia,Australia,0,21-06-2021,27-06-2021,7,2021,25,25921089,3451,0,3362.596629,88.40337079,3451,0,0.341048059,0.02629021
Australia,Australia,0,28-06-2021,04-07-2021,7,2021,26,25921089,3463,0,3415.996629,47.00337079,3463,0,0.181332547,0.013759783
Australia,Australia,0,05-07-2021,11-07-2021,7,2021,27,25921089,3539,1,3492.996629,46.00337079,3538,0.003857863,0.177474684,0.013170173
Australia,Australia,0,12-07-2021,18-07-2021,7,2021,28,25921089,3585,3,3474.796629,110.2033708,3582,0.011573588,0.425149463,0.031715056
Australia,Australia,0,19-07-2021,25-07-2021,7,2021,29,25921089,3612,4,3559.796629,52.20337079,3608,0.01543145,0.201393432,0.014664706
Australia,Australia,0,26-07-2021,01-08-2021,7,2021,30,25921089,3664,8,3581.796629,82.20337079,3656,0.030862901,0.31712931,0.022950318
Australia,Australia,0,02-08-2021,08-08-2021,7,2021,31,25921089,3464,15,3536.996629,-72.99662921,3449,0.057867939,-0.281610966,-0.020638026
Australia,Australia,0,09-08-2021,15-08-2021,7,2021,32,25921089,3426,27,3559.396629,-133.3966292,3399,0.10416229,-0.514625868,-0.037477315
Australia,Australia,0,16-08-2021,22-08-2021,7,2021,33,25921089,3494,18,3605.196629,-111.1966292,3476,0.069441527,-0.428981318,-0.03084343
Australia,Australia,0,23-08-2021,29-08-2021,7,2021,34,25921089,3409,19,3628.996629,-219.9966292,3390,0.07329939,-0.84871677,-0.060621889
Australia,Australia,0,30-08-2021,05-09-2021,7,2021,35,25921089,3481,41,3636.996629,-155.9966292,3440,0.158172367,-0.601813563,-0.042891607
Australia,Australia,0,06-09-2021,12-09-2021,7,2021,36,25921089,3402,54,3571.196629,-169.1966292,3348,0.208324581,-0.652737349,-0.047378133
Australia,Australia,0,13-09-2021,19-09-2021,7,2021,37,25921089,3478,69,3486.796629,-8.796629213,3409,0.26619252,-0.033936187,-0.00252284
Australia,Australia,0,20-09-2021,26-09-2021,7,2021,38,25921089,3353,78,3435.796629,-82.79662921,3275,0.300913283,-0.31941802,-0.024098233
Australia,Australia,0,27-09-2021,03-10-2021,7,2021,39,25921089,3513,101,3314.796629,198.2033708,3412,0.389644123,0.764641373,0.059793524
Australia,Australia,0,04-10-2021,10-10-2021,7,2021,40,25921089,3381,102,3317.596629,63.40337079,3279,0.393501986,0.244601493,0.019111236
Australia,Australia,0,11-10-2021,17-10-2021,7,2021,41,25921089,3338,95,3271.996629,66.00337079,3243,0.366496948,0.254631936,0.0201722
Australia,Australia,0,18-10-2021,24-10-2021,7,2021,42,25921089,3339,105,3216.596629,122.4033708,3234,0.405075574,0.472215387,0.03805369
Australia,Australia,0,25-10-2021,31-10-2021,7,2021,43,25921089,3303,95,3151.996629,151.0033708,3208,0.366496948,0.582550258,0.047907212
Australia,Australia,0,01-11-2021,07-11-2021,7,2021,44,25921089,3285,84,3144.196629,140.8033708,3201,0.324060459,0.543200059,0.044781986
Australia,Australia,0,08-11-2021,14-11-2021,7,2021,45,25921089,3152,61,3094.596629,57.40337079,3091,0.235329619,0.221454318,0.018549549
Australia,Australia,0,15-11-2021,21-11-2021,7,2021,46,25921089,3303,60,3047.196629,255.8033708,3243,0.231471756,0.986854259,0.083947117
Australia,Australia,0,22-11-2021,28-11-2021,7,2021,47,25921089,3232,49,3076.996629,155.0033708,3183,0.189035268,0.597981708,0.050374891
Australia,Australia,0,29-11-2021,05-12-2021,7,2021,48,25921089,3233,59,3040.396629,192.6033708,3174,0.227613894,0.743037342,0.063348107
Australia,Australia,0,06-12-2021,12-12-2021,7,2021,49,25921089,3143,50,3004.996629,138.0033708,3093,0.19289313,0.532398044,0.045924634
Australia,Australia,0,13-12-2021,19-12-2021,7,2021,50,25921089,3221,40,3073.796629,147.2033708,3181,0.154314504,0.56789038,0.047889756
Australia,Australia,0,20-12-2021,26-12-2021,7,2021,51,25921089,3324,50,3031.996629,292.0033708,3274,0.19289313,1.126508885,0.096307287
Australia,Australia,0,27-12-2021,02-01-2022,7,2021,52,25921089,3165,70,2973.196629,191.8033708,3095,0.270050383,0.739951052,0.064510826
Australia,Australia,0,03-01-2022,09-01-2022,7,2022,1,25921089,3297,121,3028.471208,268.5287921,3176,0.466801376,1.035947186,0.088668101
Australia,Australia,0,10-01-2022,16-01-2022,7,2022,2,25921089,3697,305,3019.637875,677.3621255,3392,1.176648095,2.613170016,0.224318992
Australia,Australia,0,17-01-2022,23-01-2022,7,2022,3,25921089,3849,456,2995.137875,853.8621255,3393,1.759185349,3.294082766,0.285082745
Australia,Australia,0,24-01-2022,30-01-2022,7,2022,4,25921089,3765,612,3003.471208,761.5287921,3153,2.361011916,2.937873452,0.253549556
Australia,Australia,0,31-01-2022,06-02-2022,7,2022,5,25921089,3692,488,2963.137875,728.8621255,3204,1.882636952,2.81184994,0.245976447
Australia,Australia,0,07-02-2022,13-02-2022,7,2022,6,25921089,3518,356,2994.804541,523.1954588,3162,1.373399088,2.018416197,0.174701037
Australia,Australia,0,14-02-2022,20-02-2022,7,2022,7,25921089,3373,325,2999.471208,373.5287921,3048,1.253805347,1.44102276,0.124531548
Australia,Australia,0,21-02-2022,27-02-2022,7,2022,8,25921089,3358,242,3052.137875,305.8621255,3116,0.933602751,1.179974057,0.100212421
Australia,Australia,0,28-02-2022,06-03-2022,7,2022,9,25921089,3312,254,3015.745787,296.2542135,3058,0.979897102,1.142908053,0.098235804
Australia,Australia,0,07-03-2022,13-03-2022,7,2022,10,25921089,3132,165,3055.345787,76.65421348,2967,0.63654733,0.295721424,0.025088556
Australia,Australia,0,14-03-2022,20-03-2022,7,2022,11,25921089,3264,146,2991.145787,272.8542135,3118,0.563247941,1.052634068,0.091220633
Australia,Australia,0,21-03-2022,27-03-2022,7,2022,12,25921089,3250,161,3023.145787,226.8542135,3089,0.62111588,0.875172388,0.075039125
Austria,Austria,0,30-12-2019,05-01-2020,7,2020,1,8922082,1614,0,1785.124298,-171.1242978,1614,0,-1.917986158,-0.095861279
Austria,Austria,0,06-01-2020,12-01-2020,7,2020,2,8922082,1702,0,1839.790964,-137.7909644,1702,0,-1.544381283,-0.074894902
Austria,Austria,0,13-01-2020,19-01-2020,7,2020,3,8922082,1797,0,1796.790964,0.209035581,1797,0,0.002342901,0.000116338
Austria,Austria,0,20-01-2020,26-01-2020,7,2020,4,8922082,1779,0,1760.957631,18.04236891,1779,0,0.20222151,0.010245771
Austria,Austria,0,27-01-2020,02-02-2020,7,2020,5,8922082,1947,0,1848.624298,98.37570225,1947,0,1.102609259,0.053215628
Austria,Austria,0,03-02-2020,09-02-2020,7,2020,6,8922082,1682,0,1819.624298,-137.6242978,1682,0,-1.542513258,-0.075633359
Austria,Austria,0,10-02-2020,16-02-2020,7,2020,7,8922082,1721,0,1806.124298,-85.12429775,1721,0,-0.954085579,-0.047130919
Austria,Austria,0,17-02-2020,23-02-2020,7,2020,8,8922082,1719,0,1813.457631,-94.45763109,1719,0,-1.058694945,-0.052087035
Austria,Austria,0,24-02-2020,01-03-2020,7,2020,9,8922082,1768,0,1825.949157,-57.9491573,1768,0,-0.649502631,-0.031736457
Austria,Austria,0,02-03-2020,08-03-2020,7,2020,10,8922082,1744,0,1763.949157,-19.9491573,1744,0,-0.223593073,-0.011309372
Austria,Austria,0,09-03-2020,15-03-2020,7,2020,11,8922082,1718,1,1721.749157,-3.749157303,1717,0.011208146,-0.042021103,-0.002177528
Austria,Austria,0,16-03-2020,22-03-2020,7,2020,12,8922082,1836,19,1608.349157,227.6508427,1817,0.212954779,2.551543941,0.141543173
Austria,Austria,0,23-03-2020,29-03-2020,7,2020,13,8922082,1765,81,1656.149157,108.8508427,1684,0.907859847,1.220016165,0.065725265
Austria,Austria,0,30-03-2020,05-04-2020,7,2020,14,8922082,1828,122,1595.749157,232.2508427,1706,1.367393844,2.603101414,0.145543453
Austria,Austria,0,06-04-2020,12-04-2020,7,2020,15,8922082,1793,164,1556.549157,236.4508427,1629,1.838135987,2.650175628,0.151907083
Austria,Austria,0,13-04-2020,19-04-2020,7,2020,16,8922082,1704,115,1533.749157,170.2508427,1589,1.28893682,1.908196346,0.111003055
Austria,Austria,0,20-04-2020,26-04-2020,7,2020,17,8922082,1588,90,1480.549157,107.4508427,1498,1.008733163,1.204324761,0.072574992
Austria,Austria,0,27-04-2020,03-05-2020,7,2020,18,8922082,1480,61,1474.949157,5.050842697,1419,0.683696922,0.056610584,0.003424418
Austria,Austria,0,04-05-2020,10-05-2020,7,2020,19,8922082,1520,35,1449.749157,70.2508427,1485,0.392285119,0.78738172,0.04845724
Austria,Austria,0,11-05-2020,17-05-2020,7,2020,20,8922082,1489,21,1473.349157,15.6508427,1468,0.235371071,0.175416934,0.01062263
Austria,Austria,0,18-05-2020,24-05-2020,7,2020,21,8922082,1481,19,1431.949157,49.0508427,1462,0.212954779,0.549769019,0.034254598
Austria,Austria,0,25-05-2020,31-05-2020,7,2020,22,8922082,1418,13,1424.749157,-6.749157303,1405,0.145705901,-0.075645542,-0.004737085
Austria,Austria,0,01-06-2020,07-06-2020,7,2020,23,8922082,1490,17,1422.749157,67.2508427,1473,0.190538486,0.753757281,0.047268236
Austria,Austria,0,08-06-2020,14-06-2020,7,2020,24,8922082,1461,12,1453.749157,7.250842697,1449,0.134497755,0.081268505,0.004987685
Austria,Austria,0,15-06-2020,21-06-2020,7,2020,25,8922082,1413,18,1417.949157,-4.949157303,1395,0.201746633,-0.055470879,-0.003490363
Austria,Austria,0,22-06-2020,28-06-2020,7,2020,26,8922082,1438,17,1410.149157,27.8508427,1421,0.190538486,0.312156318,0.019750281
Austria,Austria,0,29-06-2020,05-07-2020,7,2020,27,8922082,1561,11,1445.549157,115.4508427,1550,0.123289609,1.293989931,0.079866425
Austria,Austria,0,06-07-2020,12-07-2020,7,2020,28,8922082,1383,5,1387.749157,-4.749157303,1378,0.056040731,-0.05322925,-0.003422202
Austria,Austria,0,13-07-2020,19-07-2020,7,2020,29,8922082,1443,10,1480.149157,-37.1491573,1433,0.112081463,-0.416373188,-0.025098253
Austria,Austria,0,20-07-2020,26-07-2020,7,2020,30,8922082,1452,11,1499.149157,-47.1491573,1441,0.123289609,-0.528454651,-0.031450611
Austria,Austria,0,27-07-2020,02-08-2020,7,2020,31,8922082,1527,14,1515.149157,11.8508427,1513,0.156914048,0.132825978,0.007821568
Austria,Austria,0,03-08-2020,09-08-2020,7,2020,32,8922082,1433,14,1436.549157,-3.549157303,1419,0.156914048,-0.039779474,-0.002470613
Austria,Austria,0,10-08-2020,16-08-2020,7,2020,33,8922082,1607,11,1470.949157,136.0508427,1596,0.123289609,1.524877744,0.092491873
Austria,Austria,0,17-08-2020,23-08-2020,7,2020,34,8922082,1477,12,1444.149157,32.8508427,1465,0.134497755,0.36819705,0.022747541
Austria,Austria,0,24-08-2020,30-08-2020,7,2020,35,8922082,1500,10,1437.149157,62.8508427,1490,0.112081463,0.704441438,0.043732999
Austria,Austria,0,31-08-2020,06-09-2020,7,2020,36,8922082,1523,13,1387.549157,135.4508427,1510,0.145705901,1.518152856,0.09761877
Austria,Austria,0,07-09-2020,13-09-2020,7,2020,37,8922082,1568,13,1435.149157,132.8508427,1555,0.145705901,1.489011676,0.092569363
Austria,Austria,0,14-09-2020,20-09-2020,7,2020,38,8922082,1569,21,1433.349157,135.6508427,1548,0.235371071,1.520394485,0.094639078
Austria,Austria,0,21-09-2020,27-09-2020,7,2020,39,8922082,1532,31,1481.949157,50.0508427,1501,0.347452534,0.560977165,0.033773657
Austria,Austria,0,28-09-2020,04-10-2020,7,2020,40,8922082,1587,36,1520.749157,66.2508427,1551,0.403493265,0.742549135,0.043564609
Austria,Austria,0,05-10-2020,11-10-2020,7,2020,41,8922082,1624,64,1529.349157,94.6508427,1560,0.717321361,1.060860489,0.061889623
Austria,Austria,0,12-10-2020,18-10-2020,7,2020,42,8922082,1619,64,1515.549157,103.4508427,1555,0.717321361,1.159492176,0.068259642
Austria,Austria,0,19-10-2020,25-10-2020,7,2020,43,8922082,1780,112,1519.349157,260.6508427,1668,1.255312381,2.921412768,0.171554275
Austria,Austria,0,26-10-2020,01-11-2020,7,2020,44,8922082,1896,215,1523.349157,372.6508427,1681,2.409751446,4.176725149,0.244626021
Austria,Austria,0,02-11-2020,08-11-2020,7,2020,45,8922082,2006,354,1519.749157,486.2508427,1652,3.967683776,5.449970564,0.319954672
Austria,Austria,0,09-11-2020,15-11-2020,7,2020,46,8922082,2287,571,1562.749157,724.2508427,1716,6.399851514,8.117509374,0.463446638
Austria,Austria,0,16-11-2020,22-11-2020,7,2020,47,8922082,2414,729,1548.349157,865.6508427,1685,8.170738624,9.702341255,0.559079868
Austria,Austria,0,23-11-2020,29-11-2020,7,2020,48,8922082,2442,822,1556.549157,885.4508427,1620,9.213096226,9.924262551,0.568855046
Austria,Austria,0,30-11-2020,06-12-2020,7,2020,49,8922082,2550,958,1613.349157,936.6508427,1592,10.73740412,10.49811964,0.58056301
Austria,Austria,0,07-12-2020,13-12-2020,7,2020,50,8922082,2479,872,1617.149157,861.8508427,1607,9.773503539,9.659750299,0.532944558
Austria,Austria,0,14-12-2020,20-12-2020,7,2020,51,8922082,2264,733,1663.949157,600.0508427,1531,8.215571209,6.725457608,0.360618496
Austria,Austria,0,21-12-2020,27-12-2020,7,2020,52,8922082,2131,645,1745.549157,385.4508427,1486,7.229254338,4.320189421,0.220819243
Austria,Austria,0,28-12-2020,03-01-2021,7,2020,53,8922082,2004,550,1713.66573,290.3342697,1454,6.164480443,3.254108959,0.16942293
Austria,Austria,0,04-01-2021,10-01-2021,7,2021,1,8922082,1962,455,1788.574017,173.4259831,1507,5.099706548,1.943783784,0.096963269
Austria,Austria,0,11-01-2021,17-01-2021,7,2021,2,8922082,1959,437,1843.240684,115.7593165,1522,4.897959916,1.29744735,0.062802062
Austria,Austria,0,18-01-2021,24-01-2021,7,2021,3,8922082,2009,405,1800.240684,208.7593165,1604,4.539299235,2.339804952,0.115961892
Austria,Austria,0,25-01-2021,31-01-2021,7,2021,4,8922082,1950,390,1764.40735,185.5926498,1560,4.371177041,2.080149564,0.105186963
Austria,Austria,0,01-02-2021,07-02-2021,7,2021,5,8922082,1868,323,1852.074017,15.92598315,1545,3.620231242,0.178500748,0.008598999
Austria,Austria,0,08-02-2021,14-02-2021,7,2021,6,8922082,1759,270,1823.074017,-64.07401685,1489,3.02619949,-0.718150952,-0.035146141
Austria,Austria,0,15-02-2021,21-02-2021,7,2021,7,8922082,1722,219,1809.574017,-87.57401685,1503,2.454584031,-0.981542389,-0.048394824
Austria,Austria,0,22-02-2021,28-02-2021,7,2021,8,8922082,1669,227,1816.90735,-147.9073502,1442,2.544249201,-1.657767214,-0.081406105
Austria,Austria,0,01-03-2021,07-03-2021,7,2021,9,8922082,1590,198,1829.398876,-239.3988764,1392,2.219212959,-2.683217621,-0.130862044
Austria,Austria,0,08-03-2021,14-03-2021,7,2021,10,8922082,1752,210,1767.398876,-15.3988764,1542,2.353710715,-0.172592859,-0.008712734
Austria,Austria,0,15-03-2021,21-03-2021,7,2021,11,8922082,1694,244,1725.198876,-31.1988764,1450,2.734787687,-0.34968157,-0.01808422
Austria,Austria,0,22-03-2021,28-03-2021,7,2021,12,8922082,1660,220,1611.798876,48.2011236,1440,2.465792177,0.540245243,0.029905173
Austria,Austria,0,29-03-2021,04-04-2021,7,2021,13,8922082,1778,249,1659.598876,118.4011236,1529,2.790828419,1.327057111,0.071343217
Austria,Austria,0,05-04-2021,11-04-2021,7,2021,14,8922082,1665,264,1599.198876,65.8011236,1401,2.958950613,0.737508617,0.041146304
Austria,Austria,0,12-04-2021,18-04-2021,7,2021,15,8922082,1698,248,1559.998876,138.0011236,1450,2.779620272,1.546736777,0.088462322
Austria,Austria,0,19-04-2021,25-04-2021,7,2021,16,8922082,1692,220,1537.198876,154.8011236,1472,2.465792177,1.735033634,0.100703381
Austria,Austria,0,26-04-2021,02-05-2021,7,2021,17,8922082,1700,176,1483.998876,216.0011236,1524,1.972633742,2.420972186,0.145553428
Austria,Austria,0,03-05-2021,09-05-2021,7,2021,18,8922082,1660,179,1478.398876,181.6011236,1481,2.006258181,2.035411954,0.122836351
Austria,Austria,0,10-05-2021,16-05-2021,7,2021,19,8922082,1607,119,1453.198876,153.8011236,1488,1.333769405,1.723825488,0.105836253
Austria,Austria,0,17-05-2021,23-05-2021,7,2021,20,8922082,1524,79,1476.798876,47.2011236,1445,0.885443555,0.529037097,0.031961782
